metric,equal_weight_hold,protocol
final_pretax,467085.13696902106,805305.7774636308
final_aftertax,467085.13696902106,669533.8763348866
cagr_pretax,0.256521097221339,0.362123284724855
cagr_aftertax,0.256521097221339,0.3253685928654453
mdd,0.3148079683726469,0.15995380022108213
tax,0,135771.90112874415
fees,33.612874419440566,1206.3470969505354
turnover_x,0.9999999999999997,128.60324461113726
years,6.75,6.75
