opened,months,rank_open_mult,random_open_mult,ranking_edge,t,win_pct
2017-09,107,3.3290025623130206,2.788159389763082,0.5408431725499385,19.062005955347555,94.0
2019-09,83,3.160786196769168,2.556450641239497,0.6043355555296712,26.99411106890022,100.0
2021-09,59,1.9542916996380115,1.8759735510003284,0.07831814863768295,5.513978443143644,74.0
2023-03,41,2.0652107396467887,1.9046092721159327,0.16060146753085644,13.248225304157865,86.0
